YEAR;MUN;INTENSITY_USE_DWELLINGS;CONCEPT;status;value
2021;431423;EMPT_DW_EL_C_MIN;DWELL;;278
2021;431423;LWU_DW_EL_C_UND_250;DWELL;;49
2021;431423;OCCU_DW_EL_C_250_750;DWELL;;115
2021;431423;REGU_DW_EL_C_MORE_750;DWELL;;541
2021;431423;TOTAL;DWELL;;983
2021;171864;EMPT_DW_EL_C_MIN;DWELL;;102
2021;171864;LWU_DW_EL_C_UND_250;DWELL;;47
2021;171864;OCCU_DW_EL_C_250_750;DWELL;;113
2021;171864;REGU_DW_EL_C_MORE_750;DWELL;;1916
2021;171864;TOTAL;DWELL;;2178
2021;431444;EMPT_DW_EL_C_MIN;DWELL;;229
2021;431444;LWU_DW_EL_C_UND_250;DWELL;;18
2021;431444;OCCU_DW_EL_C_250_750;DWELL;;65
2021;431444;REGU_DW_EL_C_MORE_750;DWELL;;669
2021;431444;TOTAL;DWELL;;981
2021;431457;EMPT_DW_EL_C_MIN;DWELL;;241
2021;431457;LWU_DW_EL_C_UND_250;DWELL;;76
2021;431457;OCCU_DW_EL_C_250_750;DWELL;;200
2021;431457;REGU_DW_EL_C_MORE_750;DWELL;;2179
2021;431457;TOTAL;DWELL;;2696
2021;430445;EMPT_DW_EL_C_MIN;DWELL;;556
2021;430445;LWU_DW_EL_C_UND_250;DWELL;;92
2021;430445;OCCU_DW_EL_C_250_750;DWELL;;231
2021;430445;REGU_DW_EL_C_MORE_750;DWELL;;2176
2021;430445;TOTAL;DWELL;;3055
2021;082671;EMPT_DW_EL_C_MIN;DWELL;;250
2021;082671;LWU_DW_EL_C_UND_250;DWELL;;65
2021;082671;OCCU_DW_EL_C_250_750;DWELL;;202
2021;082671;REGU_DW_EL_C_MORE_750;DWELL;;3473
2021;082671;TOTAL;DWELL;;3990
2021;171903;EMPT_DW_EL_C_MIN;DWELL;;40
2021;171903;LWU_DW_EL_C_UND_250;DWELL;;13
2021;171903;OCCU_DW_EL_C_250_750;DWELL;;40
2021;171903;REGU_DW_EL_C_MORE_750;DWELL;;427
2021;171903;TOTAL;DWELL;;520
2021;252043;EMPT_DW_EL_C_MIN;DWELL;;125
2021;252043;LWU_DW_EL_C_UND_250;DWELL;;33
2021;252043;OCCU_DW_EL_C_250_750;DWELL;;68
2021;252043;REGU_DW_EL_C_MORE_750;DWELL;;725
2021;252043;TOTAL;DWELL;;951
2021;252038;EMPT_DW_EL_C_MIN;DWELL;;595
2021;252038;LWU_DW_EL_C_UND_250;DWELL;;259
2021;252038;OCCU_DW_EL_C_250_750;DWELL;;640
2021;252038;REGU_DW_EL_C_MORE_750;DWELL;;5988
2021;252038;TOTAL;DWELL;;7482
2021;082690;EMPT_DW_EL_C_MIN;DWELL;;183
2021;082690;LWU_DW_EL_C_UND_250;DWELL;;30
2021;082690;OCCU_DW_EL_C_250_750;DWELL;;117
2021;082690;REGU_DW_EL_C_MORE_750;DWELL;;1582
2021;082690;TOTAL;DWELL;;1912
2021;171931;EMPT_DW_EL_C_MIN;DWELL;;258
2021;171931;LWU_DW_EL_C_UND_250;DWELL;;52
2021;171931;OCCU_DW_EL_C_250_750;DWELL;;237
2021;171931;REGU_DW_EL_C_MORE_750;DWELL;;2552
2021;171931;TOTAL;DWELL;;3099
2021;082704;EMPT_DW_EL_C_MIN;DWELL;;2023
2021;082704;LWU_DW_EL_C_UND_250;DWELL;;606
2021;082704;OCCU_DW_EL_C_250_750;DWELL;;1939
2021;082704;REGU_DW_EL_C_MORE_750;DWELL;;14662
2021;082704;TOTAL;DWELL;;19230
2021;252075;EMPT_DW_EL_C_MIN;DWELL;;542
2021;252075;LWU_DW_EL_C_UND_250;DWELL;;179
2021;252075;OCCU_DW_EL_C_250_750;DWELL;;439
2021;252075;REGU_DW_EL_C_MORE_750;DWELL;;3986
2021;252075;TOTAL;DWELL;;5146
2021;252094;EMPT_DW_EL_C_MIN;DWELL;;333
2021;252094;LWU_DW_EL_C_UND_250;DWELL;;188
2021;252094;OCCU_DW_EL_C_250_750;DWELL;;395
2021;252094;REGU_DW_EL_C_MORE_750;DWELL;;1281
2021;252094;TOTAL;DWELL;;2197
2021;252108;EMPT_DW_EL_C_MIN;DWELL;;149
2021;252108;LWU_DW_EL_C_UND_250;DWELL;;5
2021;252108;OCCU_DW_EL_C_250_750;DWELL;;43
2021;252108;REGU_DW_EL_C_MORE_750;DWELL;;582
2021;252108;TOTAL;DWELL;;779
2021;082732;EMPT_DW_EL_C_MIN;DWELL;;228
2021;082732;LWU_DW_EL_C_UND_250;DWELL;;32
2021;082732;OCCU_DW_EL_C_250_750;DWELL;;113
2021;082732;REGU_DW_EL_C_MORE_750;DWELL;;1307
2021;082732;TOTAL;DWELL;;1680
2021;082747;EMPT_DW_EL_C_MIN;DWELL;;297
2021;082747;LWU_DW_EL_C_UND_250;DWELL;;64
2021;082747;OCCU_DW_EL_C_250_750;DWELL;;163
2021;082747;REGU_DW_EL_C_MORE_750;DWELL;;2381
2021;082747;TOTAL;DWELL;;2905
2021;082785;EMPT_DW_EL_C_MIN;DWELL;;160
2021;082785;LWU_DW_EL_C_UND_250;DWELL;;60
2021;082785;OCCU_DW_EL_C_250_750;DWELL;;172
2021;082785;REGU_DW_EL_C_MORE_750;DWELL;;2556
2021;082785;TOTAL;DWELL;;2948
2021;431482;EMPT_DW_EL_C_MIN;DWELL;;8312
2021;431482;LWU_DW_EL_C_UND_250;DWELL;;1496
2021;431482;OCCU_DW_EL_C_250_750;DWELL;;4414
2021;431482;REGU_DW_EL_C_MORE_750;DWELL;;52978
2021;431482;TOTAL;DWELL;;67200
2021;252173;EMPT_DW_EL_C_MIN;DWELL;;872
2021;252173;LWU_DW_EL_C_UND_250;DWELL;;250
2021;252173;OCCU_DW_EL_C_250_750;DWELL;;710
2021;252173;REGU_DW_EL_C_MORE_750;DWELL;;7000
2021;252173;TOTAL;DWELL;;8832
2021;082819;EMPT_DW_EL_C_MIN;DWELL;;177
2021;082819;LWU_DW_EL_C_UND_250;DWELL;;32
2021;082819;OCCU_DW_EL_C_250_750;DWELL;;139
2021;082819;REGU_DW_EL_C_MORE_750;DWELL;;2345
2021;082819;TOTAL;DWELL;;2693
2021;252206;EMPT_DW_EL_C_MIN;DWELL;;126
2021;252206;LWU_DW_EL_C_UND_250;DWELL;;24
2021;252206;OCCU_DW_EL_C_250_750;DWELL;;48
2021;252206;REGU_DW_EL_C_MORE_750;DWELL;;504
2021;252206;TOTAL;DWELL;;702
2021;082798;EMPT_DW_EL_C_MIN;DWELL;;9623
2021;082798;LWU_DW_EL_C_UND_250;DWELL;;1714
2021;082798;OCCU_DW_EL_C_250_750;DWELL;;5265
2021;082798;REGU_DW_EL_C_MORE_750;DWELL;;84532
2021;082798;TOTAL;DWELL;;101134
2021;082824;EMPT_DW_EL_C_MIN;DWELL;;150
2021;082824;LWU_DW_EL_C_UND_250;DWELL;;35
2021;082824;OCCU_DW_EL_C_250_750;DWELL;;138
2021;082824;REGU_DW_EL_C_MORE_750;DWELL;;3113
2021;082824;TOTAL;DWELL;;3436
2021;431508;EMPT_DW_EL_C_MIN;DWELL;;399
2021;431508;LWU_DW_EL_C_UND_250;DWELL;;51
2021;431508;OCCU_DW_EL_C_250_750;DWELL;;108
2021;431508;REGU_DW_EL_C_MORE_750;DWELL;;681
2021;431508;TOTAL;DWELL;;1239
2021;082830;EMPT_DW_EL_C_MIN;DWELL;;152
2021;082830;LWU_DW_EL_C_UND_250;DWELL;;71
2021;082830;OCCU_DW_EL_C_250_750;DWELL;;186
2021;082830;REGU_DW_EL_C_MORE_750;DWELL;;3196
2021;082830;TOTAL;DWELL;;3605
2021;252234;EMPT_DW_EL_C_MIN;DWELL;;127
2021;252234;LWU_DW_EL_C_UND_250;DWELL;;47
2021;252234;OCCU_DW_EL_C_250_750;DWELL;;63
2021;252234;REGU_DW_EL_C_MORE_750;DWELL;;528
2021;252234;TOTAL;DWELL;;765
2021;082845;EMPT_DW_EL_C_MIN;DWELL;;1601
2021;082845;LWU_DW_EL_C_UND_250;DWELL;;209
2021;082845;OCCU_DW_EL_C_250_750;DWELL;;694
2021;082845;REGU_DW_EL_C_MORE_750;DWELL;;7124
2021;082845;TOTAL;DWELL;;9628
2021;082858;EMPT_DW_EL_C_MIN;DWELL;;564
2021;082858;LWU_DW_EL_C_UND_250;DWELL;;109
2021;082858;OCCU_DW_EL_C_250_750;DWELL;;383
2021;082858;REGU_DW_EL_C_MORE_750;DWELL;;5531
2021;082858;TOTAL;DWELL;;6587
2021;082861;EMPT_DW_EL_C_MIN;DWELL;;403
2021;082861;LWU_DW_EL_C_UND_250;DWELL;;72
2021;082861;OCCU_DW_EL_C_250_750;DWELL;;203
2021;082861;REGU_DW_EL_C_MORE_750;DWELL;;1599
2021;082861;TOTAL;DWELL;;2277
2021;431536;EMPT_DW_EL_C_MIN;DWELL;;1160
2021;431536;LWU_DW_EL_C_UND_250;DWELL;;897
2021;431536;OCCU_DW_EL_C_250_750;DWELL;;2758
2021;431536;REGU_DW_EL_C_MORE_750;DWELL;;9738
2021;431536;TOTAL;DWELL;;14553
2021;252287;EMPT_DW_EL_C_MIN;DWELL;;223
2021;252287;LWU_DW_EL_C_UND_250;DWELL;;18
2021;252287;OCCU_DW_EL_C_250_750;DWELL;;108
2021;252287;REGU_DW_EL_C_MORE_750;DWELL;;1785
2021;252287;TOTAL;DWELL;;2134
2021;252304;EMPT_DW_EL_C_MIN;DWELL;;221
2021;252304;LWU_DW_EL_C_UND_250;DWELL;;21
2021;252304;OCCU_DW_EL_C_250_750;DWELL;;68
2021;252304;REGU_DW_EL_C_MORE_750;DWELL;;797
2021;252304;TOTAL;DWELL;;1107
2021;082877;EMPT_DW_EL_C_MIN;DWELL;;126
2021;082877;LWU_DW_EL_C_UND_250;DWELL;;22
2021;082877;OCCU_DW_EL_C_250_750;DWELL;;57
2021;082877;REGU_DW_EL_C_MORE_750;DWELL;;534
2021;082877;TOTAL;DWELL;;739
2021;082883;EMPT_DW_EL_C_MIN;DWELL;;389
2021;082883;LWU_DW_EL_C_UND_250;DWELL;;93
2021;082883;OCCU_DW_EL_C_250_750;DWELL;;212
2021;082883;REGU_DW_EL_C_MORE_750;DWELL;;1144
2021;082883;TOTAL;DWELL;;1838
2021;082896;EMPT_DW_EL_C_MIN;DWELL;;186
2021;082896;LWU_DW_EL_C_UND_250;DWELL;;42
2021;082896;OCCU_DW_EL_C_250_750;DWELL;;115
2021;082896;REGU_DW_EL_C_MORE_750;DWELL;;2250
2021;082896;TOTAL;DWELL;;2593
2021;252326;EMPT_DW_EL_C_MIN;DWELL;;184
2021;252326;LWU_DW_EL_C_UND_250;DWELL;;14
2021;252326;OCCU_DW_EL_C_250_750;DWELL;;81
2021;252326;REGU_DW_EL_C_MORE_750;DWELL;;845
2021;252326;TOTAL;DWELL;;1124
2021;171997;EMPT_DW_EL_C_MIN;DWELL;;3034
2021;171997;LWU_DW_EL_C_UND_250;DWELL;;763
2021;171997;OCCU_DW_EL_C_250_750;DWELL;;2138
2021;171997;REGU_DW_EL_C_MORE_750;DWELL;;5795
2021;171997;TOTAL;DWELL;;11730
2021;431554;EMPT_DW_EL_C_MIN;DWELL;;3514
2021;431554;LWU_DW_EL_C_UND_250;DWELL;;507
2021;431554;OCCU_DW_EL_C_250_750;DWELL;;1426
2021;431554;REGU_DW_EL_C_MORE_750;DWELL;;14207
2021;431554;TOTAL;DWELL;;19654
2021;172023;EMPT_DW_EL_C_MIN;DWELL;;1528
2021;172023;LWU_DW_EL_C_UND_250;DWELL;;533
2021;172023;OCCU_DW_EL_C_250_750;DWELL;;1470
2021;172023;REGU_DW_EL_C_MORE_750;DWELL;;3574
2021;172023;TOTAL;DWELL;;7105
2021;252347;EMPT_DW_EL_C_MIN;DWELL;;1073
2021;252347;LWU_DW_EL_C_UND_250;DWELL;;314
2021;252347;OCCU_DW_EL_C_250_750;DWELL;;566
2021;252347;REGU_DW_EL_C_MORE_750;DWELL;;2776
2021;252347;TOTAL;DWELL;;4729
2021;172044;EMPT_DW_EL_C_MIN;DWELL;;85
2021;172044;LWU_DW_EL_C_UND_250;DWELL;;10
2021;172044;OCCU_DW_EL_C_250_750;DWELL;;36
2021;172044;REGU_DW_EL_C_MORE_750;DWELL;;394
2021;172044;TOTAL;DWELL;;525
2021;082900;EMPT_DW_EL_C_MIN;DWELL;;72
2021;082900;LWU_DW_EL_C_UND_250;DWELL;;11
2021;082900;OCCU_DW_EL_C_250_750;DWELL;;22
2021;082900;REGU_DW_EL_C_MORE_750;DWELL;;715
2021;082900;TOTAL;DWELL;;820
2021;431567;EMPT_DW_EL_C_MIN;DWELL;;1053
2021;431567;LWU_DW_EL_C_UND_250;DWELL;;123
2021;431567;OCCU_DW_EL_C_250_750;DWELL;;295
2021;431567;REGU_DW_EL_C_MORE_750;DWELL;;2455
2021;431567;TOTAL;DWELL;;3926
2021;082917;EMPT_DW_EL_C_MIN;DWELL;;727
2021;082917;LWU_DW_EL_C_UND_250;DWELL;;61
2021;082917;OCCU_DW_EL_C_250_750;DWELL;;263
2021;082917;REGU_DW_EL_C_MORE_750;DWELL;;2656
2021;082917;TOTAL;DWELL;;3707
2021;172076;EMPT_DW_EL_C_MIN;DWELL;;325
2021;172076;LWU_DW_EL_C_UND_250;DWELL;;27
2021;172076;OCCU_DW_EL_C_250_750;DWELL;;108
2021;172076;REGU_DW_EL_C_MORE_750;DWELL;;1125
2021;172076;TOTAL;DWELL;;1585
2021;172082;EMPT_DW_EL_C_MIN;DWELL;;54
2021;172082;LWU_DW_EL_C_UND_250;DWELL;;13
2021;172082;OCCU_DW_EL_C_250_750;DWELL;;58
2021;172082;REGU_DW_EL_C_MORE_750;DWELL;;519
2021;172082;TOTAL;DWELL;;644
2021;250432;EMPT_DW_EL_C_MIN;DWELL;;230
2021;250432;LWU_DW_EL_C_UND_250;DWELL;;256
2021;250432;OCCU_DW_EL_C_250_750;DWELL;;605
2021;250432;REGU_DW_EL_C_MORE_750;DWELL;;819
2021;250432;TOTAL;DWELL;;1910
2021;082922;EMPT_DW_EL_C_MIN;DWELL;;94
2021;082922;LWU_DW_EL_C_UND_250;DWELL;;22
2021;082922;OCCU_DW_EL_C_250_750;DWELL;;53
2021;082922;REGU_DW_EL_C_MORE_750;DWELL;;501
2021;082922;TOTAL;DWELL;;670
2021;252402;EMPT_DW_EL_C_MIN;DWELL;;154
2021;252402;LWU_DW_EL_C_UND_250;DWELL;;13
2021;252402;OCCU_DW_EL_C_250_750;DWELL;;58
2021;252402;REGU_DW_EL_C_MORE_750;DWELL;;700
2021;252402;TOTAL;DWELL;;925
2021;082943;EMPT_DW_EL_C_MIN;DWELL;;244
2021;082943;LWU_DW_EL_C_UND_250;DWELL;;30
2021;082943;OCCU_DW_EL_C_250_750;DWELL;;129
2021;082943;REGU_DW_EL_C_MORE_750;DWELL;;1237
2021;082943;TOTAL;DWELL;;1640
2021;082956;EMPT_DW_EL_C_MIN;DWELL;;764
2021;082956;LWU_DW_EL_C_UND_250;DWELL;;103
2021;082956;OCCU_DW_EL_C_250_750;DWELL;;365
2021;082956;REGU_DW_EL_C_MORE_750;DWELL;;5717
2021;082956;TOTAL;DWELL;;6949
2021;431606;EMPT_DW_EL_C_MIN;DWELL;;267
2021;431606;LWU_DW_EL_C_UND_250;DWELL;;25
2021;431606;OCCU_DW_EL_C_250_750;DWELL;;66
2021;431606;REGU_DW_EL_C_MORE_750;DWELL;;680
2021;431606;TOTAL;DWELL;;1038
2021;082969;EMPT_DW_EL_C_MIN;DWELL;;129
2021;082969;LWU_DW_EL_C_UND_250;DWELL;;10
2021;082969;OCCU_DW_EL_C_250_750;DWELL;;65
2021;082969;REGU_DW_EL_C_MORE_750;DWELL;;953
2021;082969;TOTAL;DWELL;;1157
2021;431613;EMPT_DW_EL_C_MIN;DWELL;;2375
2021;431613;LWU_DW_EL_C_UND_250;DWELL;;285
2021;431613;OCCU_DW_EL_C_250_750;DWELL;;820
2021;431613;REGU_DW_EL_C_MORE_750;DWELL;;9888
2021;431613;TOTAL;DWELL;;13368
2021;431628;EMPT_DW_EL_C_MIN;DWELL;;1128
2021;431628;LWU_DW_EL_C_UND_250;DWELL;;402
2021;431628;OCCU_DW_EL_C_250_750;DWELL;;1096
2021;431628;REGU_DW_EL_C_MORE_750;DWELL;;3287
2021;431628;TOTAL;DWELL;;5913
2021;431634;EMPT_DW_EL_C_MIN;DWELL;;3377
2021;431634;LWU_DW_EL_C_UND_250;DWELL;;1736
2021;431634;OCCU_DW_EL_C_250_750;DWELL;;5303
2021;431634;REGU_DW_EL_C_MORE_750;DWELL;;20647
2021;431634;TOTAL;DWELL;;31063
2021;172116;EMPT_DW_EL_C_MIN;DWELL;;85
2021;172116;LWU_DW_EL_C_UND_250;DWELL;;18
2021;172116;OCCU_DW_EL_C_250_750;DWELL;;55
2021;172116;REGU_DW_EL_C_MORE_750;DWELL;;481
2021;172116;TOTAL;DWELL;;639
2021;082981;EMPT_DW_EL_C_MIN;DWELL;;838
2021;082981;LWU_DW_EL_C_UND_250;DWELL;;375
2021;082981;OCCU_DW_EL_C_250_750;DWELL;;1220
2021;082981;REGU_DW_EL_C_MORE_750;DWELL;;17403
2021;082981;TOTAL;DWELL;;19836
2021;172137;EMPT_DW_EL_C_MIN;DWELL;;439
2021;172137;LWU_DW_EL_C_UND_250;DWELL;;77
2021;172137;OCCU_DW_EL_C_250_750;DWELL;;317
2021;172137;REGU_DW_EL_C_MORE_750;DWELL;;3515
2021;172137;TOTAL;DWELL;;4348
2021;252430;EMPT_DW_EL_C_MIN;DWELL;;798
2021;252430;LWU_DW_EL_C_UND_250;DWELL;;405
2021;252430;OCCU_DW_EL_C_250_750;DWELL;;1017
2021;252430;REGU_DW_EL_C_MORE_750;DWELL;;3092
2021;252430;TOTAL;DWELL;;5312
2021;172155;EMPT_DW_EL_C_MIN;DWELL;;65
2021;172155;LWU_DW_EL_C_UND_250;DWELL;;19
2021;172155;OCCU_DW_EL_C_250_750;DWELL;;72
2021;172155;REGU_DW_EL_C_MORE_750;DWELL;;1024
2021;172155;TOTAL;DWELL;;1180
2021;083015;EMPT_DW_EL_C_MIN;DWELL;;1531
2021;083015;LWU_DW_EL_C_UND_250;DWELL;;340
2021;083015;OCCU_DW_EL_C_250_750;DWELL;;1149
2021;083015;REGU_DW_EL_C_MORE_750;DWELL;;23566
2021;083015;TOTAL;DWELL;;26586
2021;083008;EMPT_DW_EL_C_MIN;DWELL;;203
2021;083008;LWU_DW_EL_C_UND_250;DWELL;;42
2021;083008;OCCU_DW_EL_C_250_750;DWELL;;139
2021;083008;REGU_DW_EL_C_MORE_750;DWELL;;2582
2021;083008;TOTAL;DWELL;;2966
2021;172207;EMPT_DW_EL_C_MIN;DWELL;;120
2021;172207;LWU_DW_EL_C_UND_250;DWELL;;36
2021;172207;OCCU_DW_EL_C_250_750;DWELL;;116
2021;172207;REGU_DW_EL_C_MORE_750;DWELL;;715
2021;172207;TOTAL;DWELL;;987
2021;172214;EMPT_DW_EL_C_MIN;DWELL;;127
2021;172214;LWU_DW_EL_C_UND_250;DWELL;;24
2021;172214;OCCU_DW_EL_C_250_750;DWELL;;99
2021;172214;REGU_DW_EL_C_MORE_750;DWELL;;1764
2021;172214;TOTAL;DWELL;;2014
2021;083054;EMPT_DW_EL_C_MIN;DWELL;;1182
2021;083054;LWU_DW_EL_C_UND_250;DWELL;;326
2021;083054;OCCU_DW_EL_C_250_750;DWELL;;1023
2021;083054;REGU_DW_EL_C_MORE_750;DWELL;;15733
2021;083054;TOTAL;DWELL;;18264
2021;172235;EMPT_DW_EL_C_MIN;DWELL;;64
2021;172235;LWU_DW_EL_C_UND_250;DWELL;;20
2021;172235;OCCU_DW_EL_C_250_750;DWELL;;34
2021;172235;REGU_DW_EL_C_MORE_750;DWELL;;455
2021;172235;TOTAL;DWELL;;573
2021;431665;EMPT_DW_EL_C_MIN;DWELL;;101
2021;431665;LWU_DW_EL_C_UND_250;DWELL;;22
2021;431665;OCCU_DW_EL_C_250_750;DWELL;;88
2021;431665;REGU_DW_EL_C_MORE_750;DWELL;;978
2021;431665;TOTAL;DWELL;;1189
2021;172266;EMPT_DW_EL_C_MIN;DWELL;;51
2021;172266;LWU_DW_EL_C_UND_250;DWELL;;7
2021;172266;OCCU_DW_EL_C_250_750;DWELL;;29
2021;172266;REGU_DW_EL_C_MORE_750;DWELL;;366
2021;172266;TOTAL;DWELL;;453
2021;252483;EMPT_DW_EL_C_MIN;DWELL;;84
2021;252483;LWU_DW_EL_C_UND_250;DWELL;;10
2021;252483;OCCU_DW_EL_C_250_750;DWELL;;39
2021;252483;REGU_DW_EL_C_MORE_750;DWELL;;421
2021;252483;TOTAL;DWELL;;554
2021;252542;EMPT_DW_EL_C_MIN;DWELL;;129
2021;252542;LWU_DW_EL_C_UND_250;DWELL;;18
2021;252542;OCCU_DW_EL_C_250_750;DWELL;;45
2021;252542;REGU_DW_EL_C_MORE_750;DWELL;;382
2021;252542;TOTAL;DWELL;;574
2021;252516;EMPT_DW_EL_C_MIN;DWELL;..; 
2021;252516;LWU_DW_EL_C_UND_250;DWELL;..; 
2021;252516;OCCU_DW_EL_C_250_750;DWELL;..; 
2021;252516;REGU_DW_EL_C_MORE_750;DWELL;..; 
2021;252516;TOTAL;DWELL;..; 
2021;083020;EMPT_DW_EL_C_MIN;DWELL;;284
2021;083020;LWU_DW_EL_C_UND_250;DWELL;;139
2021;083020;OCCU_DW_EL_C_250_750;DWELL;;331
2021;083020;REGU_DW_EL_C_MORE_750;DWELL;;4585
2021;083020;TOTAL;DWELL;;5339
2021;089024;EMPT_DW_EL_C_MIN;DWELL;;156
2021;089024;LWU_DW_EL_C_UND_250;DWELL;;19
2021;089024;OCCU_DW_EL_C_250_750;DWELL;;101
2021;089024;REGU_DW_EL_C_MORE_750;DWELL;;2001
2021;089024;TOTAL;DWELL;;2277
2021;083073;EMPT_DW_EL_C_MIN;DWELL;;2331
2021;083073;LWU_DW_EL_C_UND_250;DWELL;;775
2021;083073;OCCU_DW_EL_C_250_750;DWELL;;2630
2021;083073;REGU_DW_EL_C_MORE_750;DWELL;;27419
2021;083073;TOTAL;DWELL;;33155
2021;431704;EMPT_DW_EL_C_MIN;DWELL;;211
2021;431704;LWU_DW_EL_C_UND_250;DWELL;;22
2021;431704;OCCU_DW_EL_C_250_750;DWELL;;79
2021;431704;REGU_DW_EL_C_MORE_750;DWELL;;533
2021;431704;TOTAL;DWELL;;845
2021;431711;EMPT_DW_EL_C_MIN;DWELL;;3119
2021;431711;LWU_DW_EL_C_UND_250;DWELL;;1458
2021;431711;OCCU_DW_EL_C_250_750;DWELL;;3118
2021;431711;REGU_DW_EL_C_MORE_750;DWELL;;9722
2021;431711;TOTAL;DWELL;;17417
2021;082140;EMPT_DW_EL_C_MIN;DWELL;;363
2021;082140;LWU_DW_EL_C_UND_250;DWELL;;61
2021;082140;OCCU_DW_EL_C_250_750;DWELL;;200
2021;082140;REGU_DW_EL_C_MORE_750;DWELL;;3434
2021;082140;TOTAL;DWELL;;4058
2021;082191;EMPT_DW_EL_C_MIN;DWELL;;990
2021;082191;LWU_DW_EL_C_UND_250;DWELL;;190
2021;082191;OCCU_DW_EL_C_250_750;DWELL;;643
2021;082191;REGU_DW_EL_C_MORE_750;DWELL;;8363
2021;082191;TOTAL;DWELL;;10186
2021;172333;EMPT_DW_EL_C_MIN;DWELL;;110
2021;172333;LWU_DW_EL_C_UND_250;DWELL;;20
2021;172333;OCCU_DW_EL_C_250_750;DWELL;;66
2021;172333;REGU_DW_EL_C_MORE_750;DWELL;;1150
2021;172333;TOTAL;DWELL;;1346
2021;083041;EMPT_DW_EL_C_MIN;DWELL;;96
2021;083041;LWU_DW_EL_C_UND_250;DWELL;;2
2021;083041;OCCU_DW_EL_C_250_750;DWELL;;17
2021;083041;REGU_DW_EL_C_MORE_750;DWELL;;377
2021;083041;TOTAL;DWELL;;492
2021;431785;EMPT_DW_EL_C_MIN;DWELL;;129
2021;431785;LWU_DW_EL_C_UND_250;DWELL;;96
2021;431785;OCCU_DW_EL_C_250_750;DWELL;;247
2021;431785;REGU_DW_EL_C_MORE_750;DWELL;;1058
2021;431785;TOTAL;DWELL;;1530
2021;430521;EMPT_DW_EL_C_MIN;DWELL;;242
2021;430521;LWU_DW_EL_C_UND_250;DWELL;;35
2021;430521;OCCU_DW_EL_C_250_750;DWELL;;65
2021;430521;REGU_DW_EL_C_MORE_750;DWELL;;513
2021;430521;TOTAL;DWELL;;855
2021;TOTAL;EMPT_DW_EL_C_MIN;DWELL;;417652
2021;TOTAL;LWU_DW_EL_C_UND_250;DWELL;;107002
2021;TOTAL;OCCU_DW_EL_C_250_750;DWELL;;322149
2021;TOTAL;REGU_DW_EL_C_MORE_750;DWELL;;3068324
2021;TOTAL;TOTAL;DWELL;;3915127
