YEAR;MUN;INTENSITY_USE_DWELLINGS;CONCEPT;status;value
2021;170932;EMPT_DW_EL_C_MIN;DWELL;;86
2021;170932;LWU_DW_EL_C_UND_250;DWELL;;4
2021;170932;OCCU_DW_EL_C_250_750;DWELL;;37
2021;170932;REGU_DW_EL_C_MORE_750;DWELL;;423
2021;170932;TOTAL;DWELL;;550
2021;081075;EMPT_DW_EL_C_MIN;DWELL;;344
2021;081075;LWU_DW_EL_C_UND_250;DWELL;;78
2021;081075;OCCU_DW_EL_C_250_750;DWELL;;366
2021;081075;REGU_DW_EL_C_MORE_750;DWELL;;5856
2021;081075;TOTAL;DWELL;;6644
2021;081081;EMPT_DW_EL_C_MIN;DWELL;;192
2021;081081;LWU_DW_EL_C_UND_250;DWELL;;32
2021;081081;OCCU_DW_EL_C_250_750;DWELL;;139
2021;081081;REGU_DW_EL_C_MORE_750;DWELL;;2317
2021;081081;TOTAL;DWELL;;2680
2021;081069;EMPT_DW_EL_C_MIN;DWELL;;191
2021;081069;LWU_DW_EL_C_UND_250;DWELL;;89
2021;081069;OCCU_DW_EL_C_250_750;DWELL;;233
2021;081069;REGU_DW_EL_C_MORE_750;DWELL;;3808
2021;081069;TOTAL;DWELL;;4321
2021;170947;EMPT_DW_EL_C_MIN;DWELL;;219
2021;170947;LWU_DW_EL_C_UND_250;DWELL;;205
2021;170947;OCCU_DW_EL_C_250_750;DWELL;;678
2021;170947;REGU_DW_EL_C_MORE_750;DWELL;;1278
2021;170947;TOTAL;DWELL;;2380
2021;430748;EMPT_DW_EL_C_MIN;DWELL;;111
2021;430748;LWU_DW_EL_C_UND_250;DWELL;;19
2021;430748;OCCU_DW_EL_C_250_750;DWELL;;73
2021;430748;REGU_DW_EL_C_MORE_750;DWELL;;908
2021;430748;TOTAL;DWELL;;1111
2021;170950;EMPT_DW_EL_C_MIN;DWELL;;3953
2021;170950;LWU_DW_EL_C_UND_250;DWELL;;1242
2021;170950;OCCU_DW_EL_C_250_750;DWELL;;3240
2021;170950;REGU_DW_EL_C_MORE_750;DWELL;;17061
2021;170950;TOTAL;DWELL;;25496
2021;171030;EMPT_DW_EL_C_MIN;DWELL;;446
2021;171030;LWU_DW_EL_C_UND_250;DWELL;;136
2021;171030;OCCU_DW_EL_C_250_750;DWELL;;483
2021;171030;REGU_DW_EL_C_MORE_750;DWELL;;3506
2021;171030;TOTAL;DWELL;;4571
2021;081108;EMPT_DW_EL_C_MIN;DWELL;;700
2021;081108;LWU_DW_EL_C_UND_250;DWELL;;491
2021;081108;OCCU_DW_EL_C_250_750;DWELL;;1221
2021;081108;REGU_DW_EL_C_MORE_750;DWELL;;7748
2021;081108;TOTAL;DWELL;;10160
2021;081120;EMPT_DW_EL_C_MIN;DWELL;;1332
2021;081120;LWU_DW_EL_C_UND_250;DWELL;;181
2021;081120;OCCU_DW_EL_C_250_750;DWELL;;422
2021;081120;REGU_DW_EL_C_MORE_750;DWELL;;6952
2021;081120;TOTAL;DWELL;;8887
2021;081136;EMPT_DW_EL_C_MIN;DWELL;;5517
2021;081136;LWU_DW_EL_C_UND_250;DWELL;;983
2021;081136;OCCU_DW_EL_C_250_750;DWELL;;2558
2021;081136;REGU_DW_EL_C_MORE_750;DWELL;;31078
2021;081136;TOTAL;DWELL;;40136
2021;081141;EMPT_DW_EL_C_MIN;DWELL;;477
2021;081141;LWU_DW_EL_C_UND_250;DWELL;;191
2021;081141;OCCU_DW_EL_C_250_750;DWELL;;527
2021;081141;REGU_DW_EL_C_MORE_750;DWELL;;9490
2021;081141;TOTAL;DWELL;;10685
2021;081154;EMPT_DW_EL_C_MIN;DWELL;;98
2021;081154;LWU_DW_EL_C_UND_250;DWELL;;40
2021;081154;OCCU_DW_EL_C_250_750;DWELL;;115
2021;081154;REGU_DW_EL_C_MORE_750;DWELL;;1804
2021;081154;TOTAL;DWELL;;2057
2021;430786;EMPT_DW_EL_C_MIN;DWELL;;97
2021;430786;LWU_DW_EL_C_UND_250;DWELL;;21
2021;430786;OCCU_DW_EL_C_250_750;DWELL;;100
2021;430786;REGU_DW_EL_C_MORE_750;DWELL;;534
2021;430786;TOTAL;DWELL;;752
2021;081173;EMPT_DW_EL_C_MIN;DWELL;;273
2021;081173;LWU_DW_EL_C_UND_250;DWELL;;23
2021;081173;OCCU_DW_EL_C_250_750;DWELL;;56
2021;081173;REGU_DW_EL_C_MORE_750;DWELL;;1046
2021;081173;TOTAL;DWELL;;1398
2021;081189;EMPT_DW_EL_C_MIN;DWELL;;536
2021;081189;LWU_DW_EL_C_UND_250;DWELL;;198
2021;081189;OCCU_DW_EL_C_250_750;DWELL;;582
2021;081189;REGU_DW_EL_C_MORE_750;DWELL;;9094
2021;081189;TOTAL;DWELL;;10410
2021;081192;EMPT_DW_EL_C_MIN;DWELL;;461
2021;081192;LWU_DW_EL_C_UND_250;DWELL;;78
2021;081192;OCCU_DW_EL_C_250_750;DWELL;;284
2021;081192;REGU_DW_EL_C_MORE_750;DWELL;;3629
2021;081192;TOTAL;DWELL;;4452
2021;081206;EMPT_DW_EL_C_MIN;DWELL;;232
2021;081206;LWU_DW_EL_C_UND_250;DWELL;;15
2021;081206;OCCU_DW_EL_C_250_750;DWELL;;118
2021;081206;REGU_DW_EL_C_MORE_750;DWELL;;3068
2021;081206;TOTAL;DWELL;;3433
2021;081213;EMPT_DW_EL_C_MIN;DWELL;;1901
2021;081213;LWU_DW_EL_C_UND_250;DWELL;;1097
2021;081213;OCCU_DW_EL_C_250_750;DWELL;;3135
2021;081213;REGU_DW_EL_C_MORE_750;DWELL;;46863
2021;081213;TOTAL;DWELL;;52996
2021;081228;EMPT_DW_EL_C_MIN;DWELL;;306
2021;081228;LWU_DW_EL_C_UND_250;DWELL;;81
2021;081228;OCCU_DW_EL_C_250_750;DWELL;;268
2021;081228;REGU_DW_EL_C_MORE_750;DWELL;;1262
2021;081228;TOTAL;DWELL;;1917
2021;251351;EMPT_DW_EL_C_MIN;DWELL;;84
2021;251351;LWU_DW_EL_C_UND_250;DWELL;;12
2021;251351;OCCU_DW_EL_C_250_750;DWELL;;62
2021;251351;REGU_DW_EL_C_MORE_750;DWELL;;492
2021;251351;TOTAL;DWELL;;650
2021;081385;EMPT_DW_EL_C_MIN;DWELL;;265
2021;081385;LWU_DW_EL_C_UND_250;DWELL;;90
2021;081385;OCCU_DW_EL_C_250_750;DWELL;;268
2021;081385;REGU_DW_EL_C_MORE_750;DWELL;;2684
2021;081385;TOTAL;DWELL;;3307
2021;081234;EMPT_DW_EL_C_MIN;DWELL;;599
2021;081234;LWU_DW_EL_C_UND_250;DWELL;;186
2021;081234;OCCU_DW_EL_C_250_750;DWELL;;535
2021;081234;REGU_DW_EL_C_MORE_750;DWELL;;10080
2021;081234;TOTAL;DWELL;;11400
2021;251370;EMPT_DW_EL_C_MIN;DWELL;;869
2021;251370;LWU_DW_EL_C_UND_250;DWELL;;140
2021;251370;OCCU_DW_EL_C_250_750;DWELL;;422
2021;251370;REGU_DW_EL_C_MORE_750;DWELL;;5553
2021;251370;TOTAL;DWELL;;6984
2021;081249;EMPT_DW_EL_C_MIN;DWELL;;902
2021;081249;LWU_DW_EL_C_UND_250;DWELL;;284
2021;081249;OCCU_DW_EL_C_250_750;DWELL;;1010
2021;081249;REGU_DW_EL_C_MORE_750;DWELL;;18661
2021;081249;TOTAL;DWELL;;20857
2021;081271;EMPT_DW_EL_C_MIN;DWELL;;228
2021;081271;LWU_DW_EL_C_UND_250;DWELL;;26
2021;081271;OCCU_DW_EL_C_250_750;DWELL;;103
2021;081271;REGU_DW_EL_C_MORE_750;DWELL;;1248
2021;081271;TOTAL;DWELL;;1605
2021;430862;EMPT_DW_EL_C_MIN;DWELL;;452
2021;430862;LWU_DW_EL_C_UND_250;DWELL;;132
2021;430862;OCCU_DW_EL_C_250_750;DWELL;;324
2021;430862;REGU_DW_EL_C_MORE_750;DWELL;;3049
2021;430862;TOTAL;DWELL;;3957
2021;430884;EMPT_DW_EL_C_MIN;DWELL;;208
2021;430884;LWU_DW_EL_C_UND_250;DWELL;;48
2021;430884;OCCU_DW_EL_C_250_750;DWELL;;146
2021;430884;REGU_DW_EL_C_MORE_750;DWELL;;1304
2021;430884;TOTAL;DWELL;;1706
2021;081252;EMPT_DW_EL_C_MIN;DWELL;;1275
2021;081252;LWU_DW_EL_C_UND_250;DWELL;;269
2021;081252;OCCU_DW_EL_C_250_750;DWELL;;905
2021;081252;REGU_DW_EL_C_MORE_750;DWELL;;12855
2021;081252;TOTAL;DWELL;;15304
2021;081311;EMPT_DW_EL_C_MIN;DWELL;;171
2021;081311;LWU_DW_EL_C_UND_250;DWELL;;26
2021;081311;OCCU_DW_EL_C_250_750;DWELL;;68
2021;081311;REGU_DW_EL_C_MORE_750;DWELL;;394
2021;081311;TOTAL;DWELL;;659
2021;251403;EMPT_DW_EL_C_MIN;DWELL;;289
2021;251403;LWU_DW_EL_C_UND_250;DWELL;;38
2021;251403;OCCU_DW_EL_C_250_750;DWELL;;100
2021;251403;REGU_DW_EL_C_MORE_750;DWELL;;508
2021;251403;TOTAL;DWELL;;935
2021;081265;EMPT_DW_EL_C_MIN;DWELL;;392
2021;081265;LWU_DW_EL_C_UND_250;DWELL;;71
2021;081265;OCCU_DW_EL_C_250_750;DWELL;;253
2021;081265;REGU_DW_EL_C_MORE_750;DWELL;;4560
2021;081265;TOTAL;DWELL;;5276
2021;430901;EMPT_DW_EL_C_MIN;DWELL;;485
2021;430901;LWU_DW_EL_C_UND_250;DWELL;;60
2021;430901;OCCU_DW_EL_C_250_750;DWELL;;179
2021;430901;REGU_DW_EL_C_MORE_750;DWELL;;1015
2021;430901;TOTAL;DWELL;;1739
2021;081350;EMPT_DW_EL_C_MIN;DWELL;;160
2021;081350;LWU_DW_EL_C_UND_250;DWELL;;50
2021;081350;OCCU_DW_EL_C_250_750;DWELL;;169
2021;081350;REGU_DW_EL_C_MORE_750;DWELL;;3170
2021;081350;TOTAL;DWELL;;3549
2021;081363;EMPT_DW_EL_C_MIN;DWELL;;397
2021;081363;LWU_DW_EL_C_UND_250;DWELL;;95
2021;081363;OCCU_DW_EL_C_250_750;DWELL;;368
2021;081363;REGU_DW_EL_C_MORE_750;DWELL;;5827
2021;081363;TOTAL;DWELL;;6687
2021;171100;EMPT_DW_EL_C_MIN;DWELL;;131
2021;171100;LWU_DW_EL_C_UND_250;DWELL;;9
2021;171100;OCCU_DW_EL_C_250_750;DWELL;;38
2021;171100;REGU_DW_EL_C_MORE_750;DWELL;;629
2021;171100;TOTAL;DWELL;;807
2021;430923;EMPT_DW_EL_C_MIN;DWELL;;3737
2021;430923;LWU_DW_EL_C_UND_250;DWELL;;1142
2021;430923;OCCU_DW_EL_C_250_750;DWELL;;3152
2021;430923;REGU_DW_EL_C_MORE_750;DWELL;;8630
2021;430923;TOTAL;DWELL;;16661
2021;430939;EMPT_DW_EL_C_MIN;DWELL;;587
2021;430939;LWU_DW_EL_C_UND_250;DWELL;;71
2021;430939;OCCU_DW_EL_C_250_750;DWELL;;202
2021;430939;REGU_DW_EL_C_MORE_750;DWELL;;2287
2021;430939;TOTAL;DWELL;;3147
2021;430944;EMPT_DW_EL_C_MIN;DWELL;;189
2021;430944;LWU_DW_EL_C_UND_250;DWELL;;43
2021;430944;OCCU_DW_EL_C_250_750;DWELL;;140
2021;430944;REGU_DW_EL_C_MORE_750;DWELL;;1181
2021;430944;TOTAL;DWELL;;1553
2021;430957;EMPT_DW_EL_C_MIN;DWELL;;162
2021;430957;LWU_DW_EL_C_UND_250;DWELL;;26
2021;430957;OCCU_DW_EL_C_250_750;DWELL;;126
2021;430957;REGU_DW_EL_C_MORE_750;DWELL;;1414
2021;430957;TOTAL;DWELL;;1728
2021;250254;EMPT_DW_EL_C_MIN;DWELL;;1335
2021;250254;LWU_DW_EL_C_UND_250;DWELL;;212
2021;250254;OCCU_DW_EL_C_250_750;DWELL;;919
2021;250254;REGU_DW_EL_C_MORE_750;DWELL;;2294
2021;250254;TOTAL;DWELL;;4760
2021;081402;EMPT_DW_EL_C_MIN;DWELL;;228
2021;081402;LWU_DW_EL_C_UND_250;DWELL;;55
2021;081402;OCCU_DW_EL_C_250_750;DWELL;;159
2021;081402;REGU_DW_EL_C_MORE_750;DWELL;;2349
2021;081402;TOTAL;DWELL;;2791
2021;081419;EMPT_DW_EL_C_MIN;DWELL;;260
2021;081419;LWU_DW_EL_C_UND_250;DWELL;;72
2021;081419;OCCU_DW_EL_C_250_750;DWELL;;198
2021;081419;REGU_DW_EL_C_MORE_750;DWELL;;2562
2021;081419;TOTAL;DWELL;;3092
2021;171117;EMPT_DW_EL_C_MIN;DWELL;;81
2021;171117;LWU_DW_EL_C_UND_250;DWELL;;16
2021;171117;OCCU_DW_EL_C_250_750;DWELL;;65
2021;171117;REGU_DW_EL_C_MORE_750;DWELL;;696
2021;171117;TOTAL;DWELL;;858
2021;081430;EMPT_DW_EL_C_MIN;DWELL;;199
2021;081430;LWU_DW_EL_C_UND_250;DWELL;;43
2021;081430;OCCU_DW_EL_C_250_750;DWELL;;121
2021;081430;REGU_DW_EL_C_MORE_750;DWELL;;1367
2021;081430;TOTAL;DWELL;;1730
2021;081458;EMPT_DW_EL_C_MIN;DWELL;;248
2021;081458;LWU_DW_EL_C_UND_250;DWELL;;24
2021;081458;OCCU_DW_EL_C_250_750;DWELL;;100
2021;081458;REGU_DW_EL_C_MORE_750;DWELL;;1419
2021;081458;TOTAL;DWELL;;1791
2021;081461;EMPT_DW_EL_C_MIN;DWELL;;112
2021;081461;LWU_DW_EL_C_UND_250;DWELL;;25
2021;081461;OCCU_DW_EL_C_250_750;DWELL;;107
2021;081461;REGU_DW_EL_C_MORE_750;DWELL;;893
2021;081461;TOTAL;DWELL;;1137
2021;081477;EMPT_DW_EL_C_MIN;DWELL;;429
2021;081477;LWU_DW_EL_C_UND_250;DWELL;;172
2021;081477;OCCU_DW_EL_C_250_750;DWELL;;595
2021;081477;REGU_DW_EL_C_MORE_750;DWELL;;8982
2021;081477;TOTAL;DWELL;;10178
2021;251497;EMPT_DW_EL_C_MIN;DWELL;;276
2021;251497;LWU_DW_EL_C_UND_250;DWELL;;73
2021;251497;OCCU_DW_EL_C_250_750;DWELL;;132
2021;251497;REGU_DW_EL_C_MORE_750;DWELL;;741
2021;251497;TOTAL;DWELL;;1222
2021;081483;EMPT_DW_EL_C_MIN;DWELL;;371
2021;081483;LWU_DW_EL_C_UND_250;DWELL;;29
2021;081483;OCCU_DW_EL_C_250_750;DWELL;;137
2021;081483;REGU_DW_EL_C_MORE_750;DWELL;;1725
2021;081483;TOTAL;DWELL;;2262
2021;081496;EMPT_DW_EL_C_MIN;DWELL;;93
2021;081496;LWU_DW_EL_C_UND_250;DWELL;;8
2021;081496;OCCU_DW_EL_C_250_750;DWELL;;42
2021;081496;REGU_DW_EL_C_MORE_750;DWELL;;488
2021;081496;TOTAL;DWELL;;631
2021;171143;EMPT_DW_EL_C_MIN;DWELL;;1056
2021;171143;LWU_DW_EL_C_UND_250;DWELL;;422
2021;171143;OCCU_DW_EL_C_250_750;DWELL;;1136
2021;171143;REGU_DW_EL_C_MORE_750;DWELL;;14099
2021;171143;TOTAL;DWELL;;16713
2021;251569;EMPT_DW_EL_C_MIN;DWELL;..; 
2021;251569;LWU_DW_EL_C_UND_250;DWELL;..; 
2021;251569;OCCU_DW_EL_C_250_750;DWELL;..; 
2021;251569;REGU_DW_EL_C_MORE_750;DWELL;..; 
2021;251569;TOTAL;DWELL;..; 
2021;081555;EMPT_DW_EL_C_MIN;DWELL;;306
2021;081555;LWU_DW_EL_C_UND_250;DWELL;;110
2021;081555;OCCU_DW_EL_C_250_750;DWELL;;290
2021;081555;REGU_DW_EL_C_MORE_750;DWELL;;3727
2021;081555;TOTAL;DWELL;;4433
2021;171175;EMPT_DW_EL_C_MIN;DWELL;;2456
2021;171175;LWU_DW_EL_C_UND_250;DWELL;;758
2021;171175;OCCU_DW_EL_C_250_750;DWELL;;2665
2021;171175;REGU_DW_EL_C_MORE_750;DWELL;;11796
2021;171175;TOTAL;DWELL;;17675
2021;171181;EMPT_DW_EL_C_MIN;DWELL;;1247
2021;171181;LWU_DW_EL_C_UND_250;DWELL;;703
2021;171181;OCCU_DW_EL_C_250_750;DWELL;;2211
2021;171181;REGU_DW_EL_C_MORE_750;DWELL;;8846
2021;171181;TOTAL;DWELL;;13007
2021;251581;EMPT_DW_EL_C_MIN;DWELL;;178
2021;251581;LWU_DW_EL_C_UND_250;DWELL;;11
2021;251581;OCCU_DW_EL_C_250_750;DWELL;;63
2021;251581;REGU_DW_EL_C_MORE_750;DWELL;;769
2021;251581;TOTAL;DWELL;;1021
2021;171208;EMPT_DW_EL_C_MIN;DWELL;;199
2021;171208;LWU_DW_EL_C_UND_250;DWELL;;22
2021;171208;OCCU_DW_EL_C_250_750;DWELL;;61
2021;171208;REGU_DW_EL_C_MORE_750;DWELL;;654
2021;171208;TOTAL;DWELL;;936
2021;081568;EMPT_DW_EL_C_MIN;DWELL;;239
2021;081568;LWU_DW_EL_C_UND_250;DWELL;;68
2021;081568;OCCU_DW_EL_C_250_750;DWELL;;208
2021;081568;REGU_DW_EL_C_MORE_750;DWELL;;5212
2021;081568;TOTAL;DWELL;;5727
2021;431009;EMPT_DW_EL_C_MIN;DWELL;;173
2021;431009;LWU_DW_EL_C_UND_250;DWELL;;14
2021;431009;OCCU_DW_EL_C_250_750;DWELL;;80
2021;431009;REGU_DW_EL_C_MORE_750;DWELL;;1665
2021;431009;TOTAL;DWELL;;1932
2021;081574;EMPT_DW_EL_C_MIN;DWELL;;106
2021;081574;LWU_DW_EL_C_UND_250;DWELL;;35
2021;081574;OCCU_DW_EL_C_250_750;DWELL;;200
2021;081574;REGU_DW_EL_C_MORE_750;DWELL;;4309
2021;081574;TOTAL;DWELL;;4650
2021;089058;EMPT_DW_EL_C_MIN;DWELL;;65
2021;089058;LWU_DW_EL_C_UND_250;DWELL;;17
2021;089058;OCCU_DW_EL_C_250_750;DWELL;;56
2021;089058;REGU_DW_EL_C_MORE_750;DWELL;;1150
2021;089058;TOTAL;DWELL;;1288
2021;171241;EMPT_DW_EL_C_MIN;DWELL;;964
2021;171241;LWU_DW_EL_C_UND_250;DWELL;;128
2021;171241;OCCU_DW_EL_C_250_750;DWELL;;649
2021;171241;REGU_DW_EL_C_MORE_750;DWELL;;2248
2021;171241;TOTAL;DWELL;;3989
2021;081580;EMPT_DW_EL_C_MIN;DWELL;;120
2021;081580;LWU_DW_EL_C_UND_250;DWELL;;35
2021;081580;OCCU_DW_EL_C_250_750;DWELL;;93
2021;081580;REGU_DW_EL_C_MORE_750;DWELL;;1523
2021;081580;TOTAL;DWELL;;1771
2021;081593;EMPT_DW_EL_C_MIN;DWELL;;361
2021;081593;LWU_DW_EL_C_UND_250;DWELL;;106
2021;081593;OCCU_DW_EL_C_250_750;DWELL;;302
2021;081593;REGU_DW_EL_C_MORE_750;DWELL;;6791
2021;081593;TOTAL;DWELL;;7560
2021;431037;EMPT_DW_EL_C_MIN;DWELL;;87
2021;431037;LWU_DW_EL_C_UND_250;DWELL;;11
2021;431037;OCCU_DW_EL_C_250_750;DWELL;;33
2021;431037;REGU_DW_EL_C_MORE_750;DWELL;;441
2021;431037;TOTAL;DWELL;;572
2021;171328;EMPT_DW_EL_C_MIN;DWELL;;263
2021;171328;LWU_DW_EL_C_UND_250;DWELL;;14
2021;171328;OCCU_DW_EL_C_250_750;DWELL;;66
2021;171328;REGU_DW_EL_C_MORE_750;DWELL;;782
2021;171328;TOTAL;DWELL;;1125
2021;431042;EMPT_DW_EL_C_MIN;DWELL;;1492
2021;431042;LWU_DW_EL_C_UND_250;DWELL;;74
2021;431042;OCCU_DW_EL_C_250_750;DWELL;;205
2021;431042;REGU_DW_EL_C_MORE_750;DWELL;;1231
2021;431042;TOTAL;DWELL;;3002
2021;081614;EMPT_DW_EL_C_MIN;DWELL;;1025
2021;081614;LWU_DW_EL_C_UND_250;DWELL;;181
2021;081614;OCCU_DW_EL_C_250_750;DWELL;;704
2021;081614;REGU_DW_EL_C_MORE_750;DWELL;;6757
2021;081614;TOTAL;DWELL;;8667
2021;081635;EMPT_DW_EL_C_MIN;DWELL;;1460
2021;081635;LWU_DW_EL_C_UND_250;DWELL;;780
2021;081635;OCCU_DW_EL_C_250_750;DWELL;;2218
2021;081635;REGU_DW_EL_C_MORE_750;DWELL;;11839
2021;081635;TOTAL;DWELL;;16297
2021;431080;EMPT_DW_EL_C_MIN;DWELL;;324
2021;431080;LWU_DW_EL_C_UND_250;DWELL;;25
2021;431080;OCCU_DW_EL_C_250_750;DWELL;;115
2021;431080;REGU_DW_EL_C_MORE_750;DWELL;;906
2021;431080;TOTAL;DWELL;;1370
2021;081640;EMPT_DW_EL_C_MIN;DWELL;;133
2021;081640;LWU_DW_EL_C_UND_250;DWELL;;14
2021;081640;OCCU_DW_EL_C_250_750;DWELL;;38
2021;081640;REGU_DW_EL_C_MORE_750;DWELL;;545
2021;081640;TOTAL;DWELL;;730
2021;171334;EMPT_DW_EL_C_MIN;DWELL;;228
2021;171334;LWU_DW_EL_C_UND_250;DWELL;;16
2021;171334;OCCU_DW_EL_C_250_750;DWELL;;61
2021;171334;REGU_DW_EL_C_MORE_750;DWELL;;658
2021;171334;TOTAL;DWELL;;963
2021;081653;EMPT_DW_EL_C_MIN;DWELL;;79
2021;081653;LWU_DW_EL_C_UND_250;DWELL;;31
2021;081653;OCCU_DW_EL_C_250_750;DWELL;;72
2021;081653;REGU_DW_EL_C_MORE_750;DWELL;;877
2021;081653;TOTAL;DWELL;;1059
2021;081666;EMPT_DW_EL_C_MIN;DWELL;;288
2021;081666;LWU_DW_EL_C_UND_250;DWELL;;71
2021;081666;OCCU_DW_EL_C_250_750;DWELL;;161
2021;081666;REGU_DW_EL_C_MORE_750;DWELL;;469
2021;081666;TOTAL;DWELL;;989
2021;431093;EMPT_DW_EL_C_MIN;DWELL;;245
2021;431093;LWU_DW_EL_C_UND_250;DWELL;;17
2021;431093;OCCU_DW_EL_C_250_750;DWELL;;89
2021;431093;REGU_DW_EL_C_MORE_750;DWELL;;1264
2021;431093;TOTAL;DWELL;;1615
2021;431114;EMPT_DW_EL_C_MIN;DWELL;;317
2021;431114;LWU_DW_EL_C_UND_250;DWELL;;51
2021;431114;OCCU_DW_EL_C_250_750;DWELL;;228
2021;431114;REGU_DW_EL_C_MORE_750;DWELL;;1559
2021;431114;TOTAL;DWELL;;2155
2021;251713;EMPT_DW_EL_C_MIN;DWELL;;506
2021;251713;LWU_DW_EL_C_UND_250;DWELL;;145
2021;251713;OCCU_DW_EL_C_250_750;DWELL;;279
2021;251713;REGU_DW_EL_C_MORE_750;DWELL;;1525
2021;251713;TOTAL;DWELL;;2455
2021;081672;EMPT_DW_EL_C_MIN;DWELL;;115
2021;081672;LWU_DW_EL_C_UND_250;DWELL;;39
2021;081672;OCCU_DW_EL_C_250_750;DWELL;;139
2021;081672;REGU_DW_EL_C_MORE_750;DWELL;;2898
2021;081672;TOTAL;DWELL;;3191
2021;251734;EMPT_DW_EL_C_MIN;DWELL;;312
2021;251734;LWU_DW_EL_C_UND_250;DWELL;;164
2021;251734;OCCU_DW_EL_C_250_750;DWELL;;334
2021;251734;REGU_DW_EL_C_MORE_750;DWELL;;1103
2021;251734;TOTAL;DWELL;;1913
2021;081825;EMPT_DW_EL_C_MIN;DWELL;;216
2021;081825;LWU_DW_EL_C_UND_250;DWELL;;57
2021;081825;OCCU_DW_EL_C_250_750;DWELL;;121
2021;081825;REGU_DW_EL_C_MORE_750;DWELL;;1557
2021;081825;TOTAL;DWELL;;1951
2021;251728;EMPT_DW_EL_C_MIN;DWELL;;197
2021;251728;LWU_DW_EL_C_UND_250;DWELL;;79
2021;251728;OCCU_DW_EL_C_250_750;DWELL;;164
2021;251728;REGU_DW_EL_C_MORE_750;DWELL;;1085
2021;251728;TOTAL;DWELL;;1525
2021;171371;EMPT_DW_EL_C_MIN;DWELL;;80
2021;171371;LWU_DW_EL_C_UND_250;DWELL;;16
2021;171371;OCCU_DW_EL_C_250_750;DWELL;;75
2021;171371;REGU_DW_EL_C_MORE_750;DWELL;;1664
2021;171371;TOTAL;DWELL;;1835
2021;171404;EMPT_DW_EL_C_MIN;DWELL;;594
2021;171404;LWU_DW_EL_C_UND_250;DWELL;;194
2021;171404;OCCU_DW_EL_C_250_750;DWELL;;521
2021;171404;REGU_DW_EL_C_MORE_750;DWELL;;1188
2021;171404;TOTAL;DWELL;;2497
2021;171387;EMPT_DW_EL_C_MIN;DWELL;;150
2021;171387;LWU_DW_EL_C_UND_250;DWELL;;109
2021;171387;OCCU_DW_EL_C_250_750;DWELL;;242
2021;171387;REGU_DW_EL_C_MORE_750;DWELL;;590
2021;171387;TOTAL;DWELL;;1091
2021;081691;EMPT_DW_EL_C_MIN;DWELL;;1534
2021;081691;LWU_DW_EL_C_UND_250;DWELL;;355
2021;081691;OCCU_DW_EL_C_250_750;DWELL;;1315
2021;081691;REGU_DW_EL_C_MORE_750;DWELL;;23314
2021;081691;TOTAL;DWELL;;26518
2021;081712;EMPT_DW_EL_C_MIN;DWELL;;256
2021;081712;LWU_DW_EL_C_UND_250;DWELL;;27
2021;081712;OCCU_DW_EL_C_250_750;DWELL;;93
2021;081712;REGU_DW_EL_C_MORE_750;DWELL;;1013
2021;081712;TOTAL;DWELL;;1389
2021;082303;EMPT_DW_EL_C_MIN;DWELL;;278
2021;082303;LWU_DW_EL_C_UND_250;DWELL;;56
2021;082303;OCCU_DW_EL_C_250_750;DWELL;;211
2021;082303;REGU_DW_EL_C_MORE_750;DWELL;;3695
2021;082303;TOTAL;DWELL;;4240
2021;081727;EMPT_DW_EL_C_MIN;DWELL;;534
2021;081727;LWU_DW_EL_C_UND_250;DWELL;;235
2021;081727;OCCU_DW_EL_C_250_750;DWELL;;762
2021;081727;REGU_DW_EL_C_MORE_750;DWELL;;10782
2021;081727;TOTAL;DWELL;;12313
2021;171390;EMPT_DW_EL_C_MIN;DWELL;;30
2021;171390;LWU_DW_EL_C_UND_250;DWELL;;18
2021;171390;OCCU_DW_EL_C_250_750;DWELL;;52
2021;171390;REGU_DW_EL_C_MORE_750;DWELL;;667
2021;171390;TOTAL;DWELL;;767
2021;171411;EMPT_DW_EL_C_MIN;DWELL;;493
2021;171411;LWU_DW_EL_C_UND_250;DWELL;;357
2021;171411;OCCU_DW_EL_C_250_750;DWELL;;996
2021;171411;REGU_DW_EL_C_MORE_750;DWELL;;4143
2021;171411;TOTAL;DWELL;;5989
2021;431191;EMPT_DW_EL_C_MIN;DWELL;;88
2021;431191;LWU_DW_EL_C_UND_250;DWELL;;14
2021;431191;OCCU_DW_EL_C_250_750;DWELL;;46
2021;431191;REGU_DW_EL_C_MORE_750;DWELL;;452
2021;431191;TOTAL;DWELL;;600
2021;081751;EMPT_DW_EL_C_MIN;DWELL;;370
2021;081751;LWU_DW_EL_C_UND_250;DWELL;;106
2021;081751;OCCU_DW_EL_C_250_750;DWELL;;205
2021;081751;REGU_DW_EL_C_MORE_750;DWELL;;1695
2021;081751;TOTAL;DWELL;;2376
2021;251826;EMPT_DW_EL_C_MIN;DWELL;;93
2021;251826;LWU_DW_EL_C_UND_250;DWELL;;20
2021;251826;OCCU_DW_EL_C_250_750;DWELL;;75
2021;251826;REGU_DW_EL_C_MORE_750;DWELL;;565
2021;251826;TOTAL;DWELL;;753
2021;171426;EMPT_DW_EL_C_MIN;DWELL;;71
2021;171426;LWU_DW_EL_C_UND_250;DWELL;;19
2021;171426;OCCU_DW_EL_C_250_750;DWELL;;79
2021;171426;REGU_DW_EL_C_MORE_750;DWELL;;1330
2021;171426;TOTAL;DWELL;;1499
